Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
011790,KR7011790003,SKC,KOSPI,,82200,2,-5600,-6.38,85700,86100,81100,145441,12096287400,4076980095600,49598298,STK
088350,KR7088350004,한화생명,KOSPI,,4585,2,-10,-0.22,4505,4667,4485,1241646,5702632079,3982210050000,868530000,STK
111770,KR7111770004,영원무역,KOSPI,,87900,1,300,0.34,86200,89500,86200,31863,2798984950,3894978037200,44311468,STK
001040,KR7001040005,CJ,KOSPI,,131700,2,-2000,-1.5,132000,133500,129800,71630,9428734750,3842610636600,29176998,STK
052690,KR7052690005,한전기술,KOSPI,,100400,1,4300,4.47,96500,103300,95900,176920,17705474650,3837288000000,38220000,STK
214450,KR7214450009,파마리서치,KOSDAQ GLOBAL,우량기업부,359500,2,-500,-0.14,353000,365500,346000,109734,39390158500,3735078456000,10389648,KSQ
051900,KR7051900009,LG생활건강,KOSPI,,248500,1,500,0.2,245500,254000,245500,30806,7714142750,3721417465500,14975523,STK
004020,KR7004020004,현대제철,KOSPI,,27850,2,-300,-1.07,27750,28300,27300,255675,7111338600,3716465112250,133445785,STK
039030,KR7039030002,이오테크닉스,KOSDAQ,우량기업부,299000,2,-29500,-8.98,316500,320000,295000,45818,13953004250,3683545450000,12319550,KSQ
018880,KR7018880005,한온시스템,KOSPI,,3580,2,-210,-5.54,3705,3735,3520,2970261,10793445210,3674019936160,1026262552,STK
002380,KR7002380004,KCC,KOSPI,,426000,2,-14500,-3.29,435000,436500,418500,9223,3948626750,3660573696000,8592896,STK
141080,KR7141080002,리가켐바이오,KOSDAQ GLOBAL,기술성장기업부,96000,2,-5700,-5.6,98900,101400,95300,185151,18168519450,3553864128000,37019418,KSQ
023530,KR7023530009,롯데쇼핑,KOSPI,,124500,2,-3700,-2.89,126000,131000,123000,89883,11296531900,3521949997500,28288755,STK
000250,KR7000250001,삼천당제약,KOSDAQ,중견기업부,147400,2,-18700,-11.26,158900,159700,142500,370406,55608206450,3457631372800,23457472,KSQ
001450,KR7001450006,현대해상,KOSPI,,40350,1,1750,4.53,38100,41900,38100,512982,20844444025,3439766887500,85248250,STK
066970,KR7066970005,엘앤에프,KOSPI,,83100,2,-6000,-6.73,86200,86400,80800,178187,14822089500,3380778906000,40683260,STK
222800,KR7222800005,심텍,KOSDAQ GLOBAL,중견기업부,88600,2,-9700,-9.87,97000,97000,87600,373770,33737507500,3319304286600,37463931,KSQ
440110,KR7440110005,파두,KOSDAQ,기술성장기업부,64900,2,-8800,-11.94,72500,72500,64500,427836,28653629700,3251582612300,50101427,KSQ
