,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
590,094170,KR7094170008,동운아나텍,KOSDAQ,벤처기업부,18960,2,-10,-0.05,19050,19060,18920,70156,1331807430,359344727760,18952781,KSQ
591,036620,KR7036620003,감성코퍼레이션,KOSDAQ,우량기업부,3955,2,-30,-0.75,4050,4060,3835,1149792,4517659815,358896047860,90744892,KSQ
592,243840,KR7243840006,신흥에스이씨,KOSDAQ,우량기업부,9220,2,-200,-2.12,9420,9480,9200,133005,1235634910,358833502700,38919035,KSQ
593,032820,KR7032820003,우리기술,KOSDAQ,우량기업부,2285,2,-25,-1.08,2320,2325,2235,6909032,15757659010,358367031295,156834587,KSQ
594,338220,KR7338220007,뷰노,KOSDAQ,기술성장기업부,26100,2,-850,-3.15,27200,27450,26000,142462,3775730700,358071511500,13719215,KSQ
595,077360,KR7077360006,덕산하이메탈,KOSDAQ,우량기업부,7860,2,-280,-3.44,8110,8180,7850,291509,2326879960,357134835720,45437002,KSQ
596,072710,KR7072710007,농심홀딩스,KOSPI,,76900,2,-300,-0.39,77500,78400,76300,12769,986532400,356646051000,4637790,STK
597,007810,KR7007810005,코리아써키트,KOSPI,,15070,3,0,0.0,15200,15200,15000,53351,803329610,355964717570,23620751,STK
598,035150,KR7035150002,백산,KOSPI,,15810,1,570,3.74,15300,16000,15110,246521,3881688850,355962150000,22515000,STK
599,007690,KR7007690001,국도화학,KOSPI,,39300,1,4400,12.61,39050,40200,37550,272135,10616326000,354117208800,9010616,STK
600,093230,KR7093230001,이아이디,KOSPI,,1392,0,0,0.0,0,0,0,0,0,354103029120,254384360,STK
601,114810,KR7114810005,한솔아이원스,KOSDAQ,중견기업부,12150,2,-190,-1.54,12340,12360,11790,297016,3573132820,353725064100,29113174,KSQ
602,025860,KR7025860008,남해화학,KOSPI,,7120,2,-10,-0.14,7140,7160,7080,43595,310082050,353713362160,49678843,STK
603,031330,KR7031330004,에스에이엠티,KOSDAQ,우량기업부,3535,1,30,0.86,3495,3555,3485,195656,688146400,353482561845,99995067,KSQ
604,416180,KR7416180008,신성에스티,KOSDAQ,중견기업부,39050,1,1000,2.63,38650,40750,38250,259629,10282971700,353003330900,9039778,KSQ
605,041830,KR7041830001,인바디,KOSDAQ,우량기업부,25750,2,-700,-2.65,26450,26550,25750,23372,607654700,352357386500,13683782,KSQ
606,425040,KR7425040003,티이엠씨,KOSDAQ,기술성장기업부,16530,2,-270,-1.61,16800,16890,16520,85869,1427056680,352066882860,21298662,KSQ
607,038500,KR7038500005,삼표시멘트,KOSDAQ,우량기업부,3260,1,60,1.88,3170,3370,3160,2828793,9229718425,351807157560,107916306,KSQ
608,001390,KR7001390004,KG케미칼,KOSPI,,5130,1,10,0.2,5140,5170,5100,183831,943012500,351246175200,68469040,STK
609,319400,KR7319400008,현대무벡스,KOSDAQ,우량기업부,2980,1,5,0.17,2965,3015,2960,161135,479334705,350767047740,117707063,KSQ
610,267980,KR7267980001,매일유업,KOSDAQ,우량기업부,44650,1,950,2.17,44400,45450,44350,24225,1088462850,350218436700,7843638,KSQ
611,013030,KR7013030002,하이록코리아,KOSDAQ,우량기업부,27150,1,350,1.31,27050,27200,26700,34595,932695600,349041757500,12856050,KSQ
612,425420,KR7425420007,티에프이,KOSDAQ,벤처기업부,30600,2,-1250,-3.92,32450,32450,30600,41266,1285991300,348258600000,11381000,KSQ
613,029960,KR7029960002,코엔텍,KOSDAQ,우량기업부,6950,1,30,0.43,6920,6970,6900,51634,358206670,347500000000,50000000,KSQ
614,036530,KR7036530004,SNT홀딩스,KOSPI,,21300,1,100,0.47,21450,21450,20850,11296,238877950,347272771800,16303886,STK
615,009290,KR7009290008,광동제약,KOSPI,,6620,1,20,0.3,6620,6680,6560,78121,516399140,347026033620,52420851,STK
616,054950,KR7054950001,제이브이엠,KOSDAQ,우량기업부,28650,2,-450,-1.55,29100,29200,28650,31287,903310450,346375405800,12089892,KSQ
617,023160,KR7023160005,태광,KOSDAQ,우량기업부,13050,1,550,4.4,13010,13300,12370,3691279,47494078340,345825000000,26500000,KSQ
618,060980,KR7060980000,HL홀딩스,KOSPI,,33900,2,-50,-0.15,34000,34150,33800,11215,380156600,344742999000,10169410,STK
619,053610,KR7053610002,프로텍,KOSDAQ,우량기업부,31250,2,-650,-2.04,31700,32050,31250,27254,857917350,343750000000,11000000,KSQ
620,270520,KR7270520000,지오릿에너지,KOSDAQ,벤처기업부,2325,2,-20,-0.85,2305,2430,2305,979368,2314529400,343561841550,147768534,KSQ
621,000430,KR7000430009,대원강업,KOSPI,,5520,2,-20,-0.36,5560,5570,5450,147096,809272100,342240000000,62000000,STK
622,060150,KR7060150000,인선이엔티,KOSDAQ,우량기업부,7340,1,130,1.8,7240,7350,7210,156357,1140678840,341776912080,46563612,KSQ
623,027410,KR7027410000,BGF,KOSPI,,3570,1,70,2.0,3500,3575,3500,52536,186270725,341708943870,95716791,STK
624,451800,KR7451800007,한화리츠,KOSPI,,4830,2,-115,-2.33,4945,4945,4785,95524,462057685,340998000000,70600000,STK
625,123860,KR7123860009,아나패스,KOSDAQ,벤처기업부,28100,1,2050,7.87,26050,28450,26000,412789,11391483200,340667961500,12123415,KSQ
626,118990,KR7118990001,모트렉스,KOSDAQ,우량기업부,13640,1,100,0.74,13650,13810,13400,166445,2262319300,339117543600,24861990,KSQ
627,000680,KR7000680009,LS네트웍스,KOSPI,,4290,1,25,0.59,4245,4310,4240,101476,434257470,338064938640,78803016,STK
628,005690,KR7005690003,파미셀,KOSPI,,5620,2,-10,-0.18,5670,5680,5580,122356,687001430,337295337680,60016964,STK
629,083650,KR7083650002,비에이치아이,KOSDAQ,중견기업부,10900,1,30,0.28,10880,11010,10560,845022,9113913140,337293687500,30944375,KSQ
630,001470,KR7001470004,삼부토건,KOSPI,,1590,1,16,1.02,1572,1650,1561,2792856,4466390801,337140025680,212037752,STK
631,00088K,KR700088K015,한화3우B,KOSPI,,14930,1,50,0.34,14840,14950,14820,18503,274865170,335506960000,22472000,STK
632,441270,KR7441270006,파인엠텍,KOSDAQ,중견기업부,9060,1,70,0.78,8980,9560,8980,300779,2762891990,335110383060,36987901,KSQ
633,034120,KR7034120006,SBS,KOSPI,,18010,2,-390,-2.12,18330,18330,17900,188609,3406954380,334107796380,18551238,STK
634,000155,KR7000151001,두산우,KOSPI,,83600,2,-1300,-1.53,84500,85600,82800,4822,402568800,334104223200,3996462,STK
635,054450,KR7054450002,텔레칩스,KOSDAQ,우량기업부,22050,1,100,0.46,21900,22200,21650,128108,2806647650,333930337650,15144233,KSQ
636,007460,KR7007460009,에이프로젠,KOSPI,,1215,2,-60,-4.71,1263,1292,1215,2586656,3224343308,333927268470,274837258,STK
637,004700,KR7004700001,조광피혁,KOSPI,,50100,1,300,0.6,49600,50100,49600,107,5333100,333121813800,6649138,STK
638,051370,KR7051370005,인터플렉스,KOSDAQ,우량기업부,14270,2,-260,-1.79,14540,14890,14250,139540,2018704740,332883025440,23327472,KSQ
639,050890,KR7050890003,쏠리드,KOSDAQ,우량기업부,5420,2,-10,-0.18,5440,5460,5350,234429,1263102350,331821288800,61221640,KSQ
640,051905,KR7051901007,LG생활건강우,KOSPI,,157700,2,-2200,-1.38,159900,162400,157600,3323,529089800,331122216900,2099697,STK
641,443670,KR7443670005,에스피소프트,KOSDAQ,벤처기업부,15540,1,100,0.65,15250,15870,15060,313847,4857106630,329401784040,21197026,KSQ
642,119610,KR7119610004,인터로조,KOSDAQ,관리종목(소속부없음),24900,0,0,0.0,0,0,0,0,0,329090302200,13216478,KSQ
643,100790,KR7100790005,미래에셋벤처투자,KOSDAQ,우량기업부,6190,1,60,0.98,6120,6230,6030,187127,1148912110,328841484460,53124634,KSQ
644,001940,KR7001940006,KISCO홀딩스,KOSPI,,20250,1,250,1.25,20100,20250,20000,4708,94359950,327571695000,16176380,STK
645,453450,KR7453450009,그리드위즈,KOSDAQ,벤처기업부,41200,2,-3050,-6.89,44200,44200,40950,729380,30917992000,327241300000,7942750,KSQ
646,298830,KR7298830001,슈어소프트테크,KOSDAQ,벤처기업부,6210,2,-220,-3.42,6560,6590,6200,1798934,11506755250,326764368810,52619061,KSQ
647,226320,KR7226320000,잇츠한불,KOSPI,,14890,2,-450,-2.93,15590,15590,14850,35849,539051410,326527500350,21929315,STK
648,138580,KR7138580006,비즈니스온,KOSDAQ,벤처기업부,14460,2,-360,-2.43,14810,15040,14430,53461,787141870,326162116980,22556163,KSQ
649,348340,KR7348340001,뉴로메카,KOSDAQ,기술성장기업부,30900,2,-100,-0.32,30900,31850,30500,69599,2165190750,325428603000,10531670,KSQ
650,000500,KR7000500009,가온전선,KOSPI,,44050,2,-1250,-2.76,45500,46200,43650,209066,9275231850,324117521300,7357946,STK
651,330860,KR7330860008,네패스아크,KOSDAQ,우량기업부,26550,2,-250,-0.93,26900,27100,26100,68116,1806465350,323486394750,12184045,KSQ
652,101730,KR7101730000,위메이드맥스,KOSDAQ,우량기업부,9710,1,50,0.52,9680,9870,9630,23449,228620790,323297285320,33295292,KSQ
653,078150,KR7078150000,HB테크놀러지,KOSDAQ,우량기업부,3485,1,20,0.58,3510,3560,3470,3921989,13767124980,323114967260,92715916,KSQ
654,012030,KR7012030003,DB,KOSPI,,1601,1,280,21.2,1500,1717,1450,79859828,131343516847,322079466733,201173933,STK
655,108230,KR7108230004,톱텍,KOSDAQ,벤처기업부,8470,2,-50,-0.59,8530,8590,8310,132433,1115299330,322056885150,38023245,KSQ
656,323280,KR7323280008,태성,KOSDAQ,중견기업부,12440,2,-1230,-9.0,13790,13830,12220,1668754,21499197420,321209881200,25820730,KSQ
657,060720,KR7060720000,KH바텍,KOSDAQ,우량기업부,13560,2,-30,-0.22,13590,13730,13550,100892,1374071940,321066113520,23677442,KSQ
658,298690,KR7298690009,에어부산,KOSPI,,2745,2,-55,-1.96,2800,2805,2730,202269,556540775,320176800000,116640000,STK
659,025770,KR7025770009,한국정보통신,KOSDAQ,우량기업부,8550,1,30,0.35,8460,8560,8460,5666,48273630,320148517050,37444271,KSQ
660,220100,KR7220100002,퓨쳐켐,KOSDAQ,기술성장기업부,14480,1,370,2.62,14150,14950,14020,408431,5976202030,320039204400,22102155,KSQ
661,036200,KR7036200004,유니셈,KOSDAQ,우량기업부,10410,2,-490,-4.5,10930,11010,10370,861061,9127057790,319214561430,30664223,KSQ
662,003220,KR7003220001,대원제약,KOSPI,,14310,1,20,0.14,14340,14380,14290,22672,324833930,317541676140,22190194,STK
663,299900,KR7299900001,위지윅스튜디오,KOSDAQ,우량기업부,1854,2,-63,-3.29,1913,1950,1843,527671,989764891,317124630936,171048884,KSQ
664,014620,KR7014620009,성광벤드,KOSDAQ,우량기업부,11070,1,50,0.45,11130,11200,10950,199127,2200690340,316602000000,28600000,KSQ
665,322000,KR7322000001,HD현대에너지솔루션,KOSPI,,28150,1,350,1.26,27800,28450,27600,125693,3537850250,315280000000,11200000,STK
666,024720,KR7024720005,콜마홀딩스,KOSPI,,8530,2,-70,-0.81,8640,8640,8490,100845,862195910,313644005600,36769520,STK
667,214420,KR7214420002,토니모리,KOSPI,,12870,2,-870,-6.33,13740,14000,12710,1145714,15084940930,309585263130,24054799,STK
668,035600,KR7035600006,KG이니시스,KOSDAQ,우량기업부,11090,2,-40,-0.36,11120,11220,11030,49346,547982510,309460173060,27904434,KSQ
669,035890,KR7035890003,서희건설,KOSDAQ,우량기업부,1342,1,10,0.75,1329,1343,1329,151007,201725570,308402949294,229808457,KSQ
670,004430,KR7004430005,송원산업,KOSPI,,12760,1,90,0.71,12670,12760,12580,56915,719334100,306240000000,24000000,STK
671,088260,KR7088260005,이리츠코크렙,KOSPI,,4810,2,-15,-0.31,4870,4870,4810,47174,227151155,304673047900,63341590,STK
672,039840,KR7039840004,디오,KOSDAQ,우량기업부,19160,2,-320,-1.64,19450,19450,19110,32696,627493500,304294425800,15881755,KSQ
673,041960,KR7041960006,코미팜,KOSDAQ,벤처기업부,4300,1,30,0.7,4245,4335,4245,63495,273212175,303599195200,70604464,KSQ
674,263720,KR7263720005,디앤씨미디어,KOSDAQ,우량기업부,24150,2,-400,-1.63,24150,24650,24100,29951,727221550,302466022950,12524473,KSQ
675,086390,KR7086390002,유니테스트,KOSDAQ,중견기업부,14250,2,-150,-1.04,14360,14400,14070,136858,1943536940,301161295500,21134126,KSQ
676,126340,KR7126340009,비나텍,KOSDAQ,우량기업부,49350,1,150,0.3,49500,49750,49050,10867,536497250,300300573300,6085118,KSQ
677,357550,KR7357550003,석경에이티,KOSDAQ,기술성장기업부,55000,2,-1000,-1.79,56000,56700,54500,2604,144055700,300025000000,5455000,KSQ
678,950170,KR8392080006,JTC,KOSDAQ,외국기업(소속부없음),5790,2,-100,-1.7,5730,5970,5730,32239,187396220,299611354920,51746348,KSQ
679,029460,KR7029460003,케이씨,KOSPI,,22100,1,1500,7.28,20600,22300,20550,110887,2412413150,299544372400,13554044,STK
680,083930,KR7083930008,아바코,KOSDAQ,우량기업부,20050,2,-550,-2.67,20650,21100,19870,131025,2652184050,299001599900,14912798,KSQ
681,412540,KR7412540007,제일엠앤에스,KOSDAQ,기술성장기업부,14510,1,190,1.33,14320,14700,14180,81050,1170535690,298915649150,20600665,KSQ
682,002320,KR7002320000,한진,KOSPI,,19980,1,240,1.22,19840,20050,19620,23842,472803290,298653607440,14947628,STK
683,058820,KR7058820002,CMG제약,KOSDAQ,우량기업부,2150,1,15,0.7,2145,2195,2140,466811,1011230230,298618324600,138892244,KSQ
684,084110,KR7084110006,휴온스글로벌,KOSDAQ,중견기업부,23650,1,200,0.85,23150,23850,23100,22786,534895100,298498285800,12621492,KSQ
685,084010,KR7084010008,대한제강,KOSPI,,12740,2,-20,-0.16,12770,12890,12740,4041,51625430,298299417780,23414397,STK
686,003070,KR7003070000,코오롱글로벌,KOSPI,,15740,4,3630,29.98,12400,15740,11750,6381865,92768626190,298000902620,18932713,STK
687,089890,KR7089890008,코세스,KOSDAQ,우량기업부,17950,2,-700,-3.75,18570,18890,17860,187520,3462389990,297700067900,16584962,KSQ
688,006390,KR7006390009,한일현대시멘트,KOSPI,,15350,2,-80,-0.52,15430,15430,15280,13882,212976010,296679765200,19327672,STK
689,138490,KR7138490008,코오롱ENP,KOSPI,,7800,1,90,1.17,7690,7850,7660,54318,422560200,296400000000,38000000,STK
690,108490,KR7108490004,로보티즈,KOSDAQ,기술성장기업부,22700,2,-200,-0.87,22900,23050,22650,40694,930154650,296125313600,13045168,KSQ
691,100120,KR7100120005,뷰웍스,KOSDAQ,우량기업부,29450,1,500,1.73,29250,29450,28950,5588,163288900,294554924250,10001865,KSQ
692,058430,KR7058430000,포스코스틸리온,KOSPI,,48900,2,-100,-0.2,48600,50300,48600,48202,2374710300,293400000000,6000000,STK
693,092790,KR7092790005,넥스틸,KOSPI,,11280,2,-30,-0.27,12190,12360,10930,16494534,190961567090,293302560000,26002000,STK
694,080160,KR7080160005,모두투어,KOSDAQ,우량기업부,15470,1,10,0.06,15470,15580,15440,20089,311267530,292383000000,18900000,KSQ
695,099430,KR7099430001,바이오플러스,KOSDAQ,중견기업부,5040,2,-20,-0.4,5080,5140,5010,264353,1336517660,291971554560,57930864,KSQ
696,144960,KR7144960002,뉴파워프라즈마,KOSDAQ,우량기업부,6680,2,-80,-1.18,6730,6850,6680,160486,1084045120,291866728320,43692624,KSQ
697,083310,KR7083310003,엘오티베큠,KOSDAQ,우량기업부,16360,2,-110,-0.67,16500,16560,16320,93773,1537948380,291372139880,17810033,KSQ
698,003800,KR7003800000,에이스침대,KOSDAQ,우량기업부,26200,2,-250,-0.95,26200,26450,26200,1473,38754150,290558000000,11090000,KSQ
699,122900,KR7122900004,아이마켓코리아,KOSPI,,8690,1,10,0.12,8690,8720,8640,18928,164042740,290496619600,33428840,STK
700,001790,KR7001790005,대한제당,KOSPI,,3230,2,-65,-1.97,3295,3315,3230,592455,1934746420,289719953400,89696580,STK
701,064290,KR7064290000,인텍플러스,KOSDAQ,우량기업부,22500,2,-450,-1.96,23050,23400,22450,93144,2111695950,289439145000,12863962,KSQ
702,043370,KR7043370006,피에이치에이,KOSDAQ,우량기업부,13750,2,-290,-2.07,13910,14060,13460,97858,1342466740,288750000000,21000000,KSQ
703,017390,KR7017390006,서울가스,KOSPI,,57700,1,700,1.23,57200,57900,56600,9763,559992700,288500000000,5000000,STK
704,347850,KR7347850000,디앤디파마텍,KOSDAQ,기술성장기업부,27500,1,250,0.92,27250,28550,27100,48052,1338596100,288438947500,10488689,KSQ
705,092220,KR7092220003,KEC,KOSPI,,1436,1,22,1.56,1417,1445,1410,1229126,1756594031,288295870476,200763141,STK
706,001510,KR7001510007,SK증권,KOSPI,,609,1,42,7.41,568,624,566,7851396,4697391597,287807414139,472590171,STK
707,211050,KR7211050000,인카금융서비스,KOSDAQ,기술성장기업부,5590,2,-10,-0.18,5600,5690,5500,42526,236379410,287213082000,51379800,KSQ
708,078020,KR7078020005,이베스트투자증권,KOSDAQ,우량기업부,5140,1,130,2.59,5010,5150,4875,46740,236749605,285173316600,55481190,KSQ
709,009680,KR7009680000,모토닉,KOSPI,,8640,1,20,0.23,8700,8700,8560,23497,202442090,285120000000,33000000,STK
710,001780,KR7001780006,알루코,KOSPI,,2945,1,15,0.51,2925,2960,2915,170978,502207695,284727406240,96681632,STK
711,272550,KR7272550005,삼양패키징,KOSPI,,17990,1,60,0.33,17930,18050,17850,12242,219996650,284038191290,15788671,STK
712,097230,KR7097230007,HJ중공업,KOSPI,,3410,1,110,3.33,3400,3465,3295,159157,538292825,283965298210,83274281,STK
713,437730,KR7437730005,삼현,KOSDAQ,기술성장기업부,26850,2,-500,-1.83,27200,27250,26750,42851,1152727250,283782724650,10569189,KSQ
714,005390,KR7005390000,신성통상,KOSPI,,1974,1,132,7.17,1842,1997,1842,1756757,3447605545,283680361860,143708390,STK
715,056080,KR7056080005,유진로봇,KOSDAQ,중견기업부,7550,2,-60,-0.79,7610,7670,7550,65119,495382320,283216747600,37512152,KSQ
716,013890,KR7013890009,지누스,KOSPI,,13650,1,60,0.44,13500,14110,13500,155350,2149281790,283035534600,20735204,STK
717,052020,KR7052020005,에스티큐브,KOSDAQ,관리종목(소속부없음),6060,2,-140,-2.26,6200,6410,6060,83182,515537300,282967148940,46694249,KSQ
718,023410,KR7023410004,유진기업,KOSDAQ,우량기업부,3660,1,90,2.52,3590,3700,3555,271184,977768005,282957758580,77310863,KSQ
719,216080,KR7216080002,제테마,KOSDAQ,기술성장기업부,15840,2,-80,-0.5,15920,16180,15560,12379,195989930,282882742560,17858759,KSQ
720,388720,KR7388720005,유일로보틱스,KOSDAQ,벤처기업부,29100,1,600,2.11,29300,30200,28600,224377,6618527400,282811318200,9718602,KSQ
721,389260,KR7389260001,대명에너지,KOSDAQ,중견기업부,16570,2,-130,-0.78,16830,16900,16520,30130,500230080,282518500000,17050000,KSQ
722,417010,KR7417010006,나노팀,KOSDAQ,벤처기업부,14270,2,-190,-1.31,14460,14470,14110,77789,1108601480,281466160560,19724328,KSQ
723,018310,KR7018310003,삼목에스폼,KOSDAQ,우량기업부,19100,2,-130,-0.68,19100,19300,18960,18232,347404460,280770000000,14700000,KSQ
724,015360,KR7015360001,예스코홀딩스,KOSPI,,46750,1,1100,2.41,45650,47400,45600,10748,502107250,280500000000,6000000,STK
725,005500,KR7005500004,삼진제약,KOSPI,,20150,2,-200,-0.98,20200,20450,20100,22232,450235150,280085000000,13900000,STK
726,176750,KR7176750008,듀켐바이오,KONEX,일반기업부,10340,1,360,3.61,10090,10400,10090,21350,218973060,279440774800,27025220,KNX
727,084680,KR7084680008,이월드,KOSPI,,1967,2,-21,-1.06,1971,1988,1964,254866,502615685,278932781631,141806193,STK
728,061970,KR7061970000,LB세미콘,KOSDAQ,우량기업부,6370,1,80,1.27,6310,6400,6240,132383,838978150,278907851040,43784592,KSQ
729,000490,KR7000490003,대동,KOSPI,,10850,2,-50,-0.46,10850,10990,10830,100783,1098385750,278202549800,25640788,STK
730,174900,KR7174900001,앱클론,KOSDAQ,기술성장기업부,16130,1,170,1.07,16130,16600,15960,74132,1203316040,277664755660,17214182,KSQ
731,000480,KR7000480004,CR홀딩스,KOSPI,,5920,2,-60,-1.0,5920,6040,5830,37062,218631750,277591700800,46890490,STK
732,117580,KR7117580001,대성에너지,KOSPI,,10050,1,160,1.62,10120,10190,9890,522310,5234821580,276375000000,27500000,STK
733,071055,KR7071051007,한국금융지주우,KOSPI,,47150,1,400,0.86,46750,47150,46250,6737,314335500,276216534650,5858251,STK
734,011760,KR7011760006,현대코퍼레이션,KOSPI,,20800,2,-400,-1.89,21200,21400,20650,41555,865669000,275162492800,13228966,STK
735,001500,KR7001500008,현대차증권,KOSPI,,8660,1,170,2.0,8520,8670,8480,49027,421199280,274630786920,31712562,STK
736,339770,KR7339770000,교촌에프앤비,KOSPI,,10990,1,130,1.2,10670,11460,10670,226946,2529552150,274558114600,24982540,STK
737,090360,KR7090360009,로보스타,KOSDAQ,중견기업부,27850,2,-200,-0.71,27950,28250,27800,33673,942984600,271537500000,9750000,KSQ
738,030530,KR7030530000,원익홀딩스,KOSDAQ,우량기업부,3515,1,15,0.43,3505,3520,3490,77986,273022190,271491503215,77237981,KSQ
739,214430,KR7214430001,아이쓰리시스템,KOSDAQ,우량기업부,38200,2,-850,-2.18,39100,39500,38050,33838,1298715600,271478232000,7106760,KSQ
740,095700,KR7095700001,제넥신,KOSDAQ,기술성장기업부,6530,1,40,0.62,6600,6600,6490,33474,218642630,271064178820,41510594,KSQ
741,064260,KR7064260003,다날,KOSDAQ,우량기업부,3925,1,50,1.29,3885,3960,3885,442864,1737390980,270624982000,68949040,KSQ
742,001630,KR7001630003,종근당홀딩스,KOSPI,,54000,2,-400,-0.74,54400,54600,53700,1861,100493000,270532494000,5009861,STK
743,004560,KR7004560009,현대비앤지스틸,KOSPI,,17890,2,-220,-1.21,18150,18460,17780,119693,2168052310,269759928790,15078811,STK
744,179290,KR7179290002,엠아이텍,KOSDAQ,우량기업부,8300,2,-210,-2.47,8450,8580,8280,181799,1520766340,268635127400,32365678,KSQ
745,002150,KR7002150001,도화엔지니어링,KOSPI,,7960,1,10,0.13,7930,8020,7850,152946,1214017660,268411200000,33720000,STK
746,213500,KR7213500002,한솔제지,KOSPI,,11260,1,130,1.17,11090,11320,11080,42184,474963370,267994485760,23800576,STK
747,117730,KR7117730002,티로보틱스,KOSDAQ,벤처기업부,15000,2,-210,-1.38,15100,15350,14980,121515,1833384980,267555900000,17837060,KSQ
748,004360,KR7004360004,세방,KOSPI,,13830,1,290,2.14,13540,13900,13460,153781,2105612360,267039182700,19308690,STK
749,001230,KR7001230002,동국홀딩스,KOSPI,,8390,1,10,0.12,8300,8440,8300,86830,728668950,266806052370,31800483,STK
750,000540,KR7000540005,흥국화재,KOSPI,,4130,1,250,6.44,3850,4175,3850,193555,786709855,265322123850,64242645,STK
751,235980,KR7235980000,메드팩토,KOSDAQ,기술성장기업부,7900,2,-160,-1.99,8070,8240,7850,149505,1193248080,265287490500,33580695,KSQ
752,102120,KR7102120003,어보브반도체,KOSDAQ,우량기업부,14880,1,300,2.06,14530,15410,14210,1419059,21217152690,264577604640,17780753,KSQ
753,078520,KR7078520004,에이블씨엔씨,KOSPI,,10170,2,-520,-4.86,10720,10890,10080,394941,4079142510,264564017370,26014161,STK
754,112290,KR7112290002,와이씨켐,KOSDAQ,기술성장기업부,26150,2,-850,-3.15,27300,27500,26100,192191,5088963400,264390751750,10110545,KSQ
755,334890,KR7334890001,이지스밸류리츠,KOSPI,,5130,1,10,0.2,5110,5140,5100,29977,153497540,263904995970,51443469,STK
756,001270,KR7001270008,부국증권,KOSPI,,25400,1,100,0.4,25450,25450,25000,880,22217600,263395104400,10369886,STK
757,016580,KR7016580003,환인제약,KOSPI,,14150,2,-50,-0.35,14120,14260,14080,11276,159349410,263190990500,18600070,STK
758,009160,KR7009160003,SIMPAC,KOSPI,,4020,2,-15,-0.37,4035,4095,3980,35393,142651530,263026654320,65429516,STK
759,396270,KR7396270001,넥스트칩,KOSDAQ,기술성장기업부,14510,2,-90,-0.62,14700,14790,14250,703232,10245699750,262470519400,18088940,KSQ
760,005010,KR7005010004,휴스틸,KOSPI,,4660,2,-15,-0.32,4715,4730,4625,1012381,4731527745,261836429500,56188075,STK
761,006340,KR7006340004,대원전선,KOSPI,,3485,2,-80,-2.24,3570,3650,3480,3933836,13922719130,261302424875,74979175,STK
762,448280,KR7448280008,에코아이,KOSDAQ,중견기업부,26400,3,0,0.0,26400,26600,26250,16927,446571850,260753935200,9877043,KSQ
763,217270,KR7217270008,넵튠,KOSDAQ,중견기업부,5580,1,20,0.36,5560,5610,5520,20999,116831480,260095797000,46612150,KSQ
764,270660,KR7270660004,에브리봇,KOSDAQ,벤처기업부,21250,2,-50,-0.23,21300,21700,21200,68114,1459970750,259916017500,12231342,KSQ
765,018470,KR7018470005,조일알미늄,KOSPI,,2050,1,10,0.49,2040,2075,2030,658391,1351570235,259595028050,126631721,STK
766,079810,KR7079810008,디이엔티,KOSDAQ,중견기업부,11780,2,-90,-0.76,11820,11980,11700,99558,1176579280,259490947320,22028094,KSQ
767,071280,KR7071280002,로체시스템즈,KOSDAQ,우량기업부,16930,1,610,3.74,16410,17120,16150,171564,2867225220,258971488790,15296603,KSQ
768,005720,KR7005720008,넥센,KOSPI,,4820,1,30,0.63,4765,4835,4765,48698,234478535,258081969140,53543977,STK
769,214680,KR7214680001,디알텍,KOSDAQ,우량기업부,3495,2,-15,-0.43,3575,3670,3485,636176,2261712450,257676242460,73727108,KSQ
770,200470,KR7200470003,에이팩트,KOSDAQ,벤처기업부,6080,2,-100,-1.62,6200,6360,6060,760612,4693176600,257561525440,42362093,KSQ
771,371950,KR7371950007,풍원정밀,KOSDAQ,기술성장기업부,12240,1,650,5.61,11590,12340,11080,558613,6545558000,257535573120,21040488,KSQ
772,029480,KR7029480001,광무,KOSDAQ,중견기업부,5310,2,-410,-7.17,5780,5790,5220,1603937,8835688410,257392336230,48473133,KSQ
773,121800,KR7121800007,비덴트,KOSDAQ,관리종목(소속부없음),3320,0,0,0.0,0,0,0,0,0,256309348520,77201611,KSQ
774,004380,KR7004380002,삼익THK,KOSPI,,12170,3,0,0.0,12120,12230,12100,30233,367346030,255570000000,21000000,STK
775,304100,KR7304100001,솔트룩스,KOSDAQ,기술성장기업부,21050,2,-50,-0.24,20850,21150,20850,27945,586359650,255348456400,12130568,KSQ
776,051500,KR7051500007,CJ프레시웨이,KOSDAQ,우량기업부,21500,3,0,0.0,21700,21700,21400,22139,475846700,255239099000,11871586,KSQ
777,334970,KR7334970001,프레스티지바이오로직스,KOSDAQ,기술성장기업부,4150,2,-30,-0.72,4180,4215,4130,58544,244052975,255231096350,61501469,KSQ
778,307750,KR7307750000,국전약품,KOSDAQ,우량기업부,5190,2,-50,-0.95,5220,5300,5190,74863,390526930,254669506110,49069269,KSQ
779,034830,KR7034830000,한국토지신탁,KOSPI,,1004,1,4,0.4,1000,1006,1000,139458,139705845,253499186920,252489230,STK
780,011500,KR7011500006,한농화성,KOSPI,,16170,2,-510,-3.06,16600,16740,16150,116701,1914484370,252850969140,15637042,STK
781,047310,KR7047310008,파워로직스,KOSDAQ,중견기업부,6900,2,-30,-0.43,6930,7010,6900,102325,711605830,252614209500,36610755,KSQ
782,032620,KR7032620007,유비케어,KOSDAQ,우량기업부,4835,1,20,0.42,4785,4860,4770,102420,491961730,252373167065,52197139,KSQ
783,005950,KR7005950001,이수화학,KOSPI,,11070,1,10,0.09,11050,11490,11050,39455,437810890,251540720730,22722739,STK
