,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
1384,311690,KR7311690002,CJ 바이오사이언스,KOSDAQ,기술성장기업부,13060,1,90,0.69,12950,13270,12700,8287,108113700,119009276120,9112502,KSQ
1385,250060,KR7250060001,모비스,KOSDAQ,기술성장기업부,3695,1,100,2.78,3640,3775,3635,700051,2595515605,118873005230,32171314,KSQ
1386,408900,KR7408900009,스튜디오미르,KOSDAQ,벤처기업부,3630,2,-55,-1.49,3680,3725,3620,107105,394063215,118723266420,32706134,KSQ
1387,361390,KR7361390008,제노코,KOSDAQ,우량기업부,15810,2,-240,-1.5,16050,16160,15790,24241,385163580,118587474090,7500789,KSQ
1388,120240,KR7120240007,대정화금,KOSDAQ,우량기업부,16480,2,-40,-0.24,16450,16580,16450,7449,122766730,118497643680,7190391,KSQ
1389,012170,KR7012170007,아센디오,KOSPI,,1144,2,-56,-4.67,1177,1198,1131,1819369,2115870225,118483494272,103569488,STK
1390,373200,KR7373200005,엑스플러스,KOSDAQ,벤처기업부,1564,2,-20,-1.26,1563,1581,1531,576694,896537667,118403647548,75705657,KSQ
1391,066590,KR7066590001,우수AMS,KOSDAQ,중견기업부,3030,2,-35,-1.14,3040,3095,3010,186429,567522940,118391505120,39073104,KSQ
1392,066620,KR7066620006,국보디자인,KOSDAQ,우량기업부,15760,1,90,0.57,15670,15990,15670,1835,28830140,118200000000,7500000,KSQ
1393,019440,KR7019440007,세아특수강,KOSPI,,13770,2,-50,-0.36,13850,13850,13740,5258,72454910,118008900000,8570000,STK
1394,131030,KR7131030009,옵투스제약,KOSDAQ,우량기업부,7280,2,-270,-3.58,7450,7520,7170,1160480,8534884040,117595019360,16153162,KSQ
1395,023450,KR7023450000,동남합성,KOSPI,,33500,3,0,0.0,33200,33550,33150,39,1303750,117250000000,3500000,STK
1396,267290,KR7267290005,경동도시가스,KOSPI,,19880,1,260,1.33,19720,19910,19610,24790,489493060,117200671280,5895406,STK
1397,355150,KR7355150004,코스텍시스,KOSDAQ,벤처기업부,15180,1,230,1.54,15200,15900,14720,267861,4086297890,116988768600,7706770,KSQ
1398,340930,KR7340930007,유일에너테크,KOSDAQ,벤처기업부,3420,3,0,0.0,3465,3465,3370,50177,171302590,116979219000,34204450,KSQ
1399,306620,KR7306620006,네온테크,KOSDAQ,벤처기업부,2745,2,-5,-0.18,2750,2790,2715,67146,183551595,116959369005,42608149,KSQ
1400,053050,KR7053050001,지에스이,KOSDAQ,우량기업부,3890,1,70,1.83,3900,3925,3830,370060,1433184510,116651752330,29987597,KSQ
1401,448710,KR7448710004,코츠테크놀로지,KOSDAQ,벤처기업부,22600,1,450,2.03,21850,23200,21700,134794,3029954950,116430499200,5151792,KSQ
1402,226330,KR7226330009,신테카바이오,KOSDAQ,기술성장기업부,7630,2,-130,-1.68,7760,7890,7530,82503,634130480,116422164250,15258475,KSQ
1403,052330,KR7052330008,코텍,KOSDAQ,우량기업부,7470,1,10,0.13,7410,7480,7400,3900,29004530,116341903440,15574552,KSQ
1404,012600,KR7012600003,청호ICT,KOSPI,,2490,0,0,0.0,0,0,0,0,0,116119947330,46634517,STK
1405,003100,KR7003100005,선광,KOSDAQ,우량기업부,17580,1,210,1.21,17360,17660,17360,22810,399858740,116028000000,6600000,KSQ
1406,138080,KR7138080007,오이솔루션,KOSDAQ,벤처기업부,10910,1,420,4.0,10490,11210,10490,48360,524051190,115908876450,10624095,KSQ
1407,351330,KR7351330006,이삭엔지니어링,KOSDAQ,벤처기업부,13980,2,-580,-3.98,14690,14690,13890,224547,3182973660,115873509600,8288520,KSQ
1408,340360,KR7340360007,다보링크,KOSDAQ,중견기업부,2670,1,170,6.8,2515,2785,2515,2352001,6338404040,115846526040,43388212,KSQ
1409,054780,KR7054780002,키이스트,KOSDAQ,중견기업부,5910,2,-50,-0.84,5920,5980,5840,41578,244721450,115527456630,19547793,KSQ
1410,086670,KR7086670007,비엠티,KOSDAQ,우량기업부,12660,1,480,3.94,12380,13370,12180,475677,6082713270,115524702840,9125174,KSQ
1411,347890,KR7347890006,엠투아이,KOSDAQ,벤처기업부,6820,1,80,1.19,6770,6820,6660,8738,58868300,115348051280,16913204,KSQ
1412,382480,KR7382480002,지아이텍,KOSDAQ,벤처기업부,2930,1,180,6.55,2900,3090,2855,2879817,8593624410,115316420200,39357140,KSQ
1413,170030,KR7170030001,현대공업,KOSDAQ,우량기업부,7510,3,0,0.0,7500,7580,7460,53640,402760010,115203400000,15340000,KSQ
1414,257370,KR7257370007,피엔티엠에스,KOSDAQ,관리종목(소속부없음),9210,0,0,0.0,0,0,0,0,0,115169769810,12504861,KSQ
1415,105740,KR7105740005,디케이락,KOSDAQ,우량기업부,11330,1,920,8.84,11410,12950,11050,9318344,110342472750,115073292290,10156513,KSQ
1416,058630,KR7058630005,엠게임,KOSDAQ,우량기업부,5880,1,10,0.17,5910,5940,5820,65740,386402080,114917996760,19543877,KSQ
1417,004310,KR7004310009,현대약품,KOSPI,,3580,1,15,0.42,3580,3600,3565,11528,41191460,114560000000,32000000,STK
1418,004150,KR7004150009,한솔홀딩스,KOSPI,,2725,1,10,0.37,2715,2730,2710,14544,39543425,114473372325,42008577,STK
1419,217950,KR7217950005,파마리서치바이오,KONEX,일반기업부,28150,1,150,0.54,28000,28150,27500,266,7342750,114412606650,4064391,KNX
1420,005990,KR7005990007,매일홀딩스,KOSDAQ,우량기업부,8320,1,10,0.12,8300,8390,8190,3955,32562530,114136289280,13718304,KSQ
1421,208370,KR7208370007,셀바스헬스케어,KOSDAQ,벤처기업부,4430,1,50,1.14,4400,4550,4400,68697,306634060,114030698520,25740564,KSQ
1422,115180,KR7115180002,큐리언트,KOSDAQ,벤처기업부,3820,1,110,2.96,3720,3845,3660,46949,176740905,113887909980,29813589,KSQ
1423,065650,KR7065650004,하이퍼코퍼레이션,KOSDAQ,중견기업부,1355,2,-17,-1.24,1400,1400,1320,135637,183925135,113772673915,83965073,KSQ
1424,218150,KR7218150001,미래생명자원,KOSDAQ,벤처기업부,5560,1,180,3.35,5360,5690,5360,749569,4161120010,113511859120,20415802,KSQ
1425,256940,KR7256940008,케이피에스,KOSDAQ,벤처기업부,6050,1,20,0.33,6040,6090,5970,25762,155081430,113429380900,18748658,KSQ
1426,417790,KR7417790003,트루엔,KOSDAQ,벤처기업부,10310,2,-60,-0.58,10290,10350,10270,19265,198175550,113406391500,10999650,KSQ
1427,023800,KR7023800006,인지컨트롤스,KOSPI,,7150,3,0,0.0,7180,7180,7130,14464,103389050,113035758550,15809197,STK
1428,010040,KR7010040004,한국내화,KOSPI,,2745,2,-10,-0.36,2755,2770,2740,32460,89085935,112729085190,41067062,STK
1429,005740,KR7005740006,크라운해태홀딩스,KOSPI,,7590,1,60,0.8,7450,7880,7450,297863,2278790490,112691363730,14847347,STK
1430,054670,KR7054670005,대한뉴팜,KOSDAQ,우량기업부,7820,2,-50,-0.64,7870,7870,7800,13000,101599930,112255474400,14354920,KSQ
1431,053280,KR7053280004,예스24,KOSDAQ,우량기업부,4490,1,20,0.45,4470,4600,4470,16685,75319630,112250000000,25000000,KSQ
1432,004540,KR7004540001,깨끗한나라,KOSPI,,3010,1,605,25.16,2780,3125,2685,17487514,52604844090,112094485930,37240693,STK
1433,053580,KR7053580007,웹케시,KOSDAQ,우량기업부,8210,1,140,1.73,8140,8220,8060,11689,94882550,111953596080,13636248,KSQ
1434,232530,KR7232530006,이엠티,KONEX,일반기업부,4365,1,150,3.56,4400,4400,4360,2717,11856470,111806436960,25614304,KNX
1435,388790,KR7388790008,라이콤,KOSDAQ,벤처기업부,3735,2,-160,-4.11,3860,4055,3690,3569974,13868125185,111728528550,29913930,KSQ
1436,039860,KR7039860002,나노엔텍,KOSDAQ,중견기업부,3475,3,0,0.0,3450,3505,3445,114374,396892575,111582534950,32110082,KSQ
1437,034590,KR7034590000,인천도시가스,KOSPI,,25500,3,0,0.0,25600,25600,25450,1810,46150800,111556227000,4374754,STK
1438,023000,KR7023000003,삼원강재,KOSPI,,2785,3,0,0.0,2780,2810,2765,5149,14323365,111400000000,40000000,STK
1439,289080,KR7289080004,SV인베스트먼트,KOSDAQ,중견기업부,2090,2,-10,-0.48,2100,2115,2070,497543,1039379100,111259060000,53234000,KSQ
1440,180060,KR7180060006,탑선,KONEX,일반기업부,11900,2,-90,-0.75,11900,11900,11900,1,11900,111237225400,9347666,KNX
1441,403490,KR7403490006,우듬지팜,KOSDAQ,벤처기업부,2460,1,15,0.61,2445,2545,2435,833972,2075015170,111222661440,45212464,KSQ
1442,005960,KR7005960000,동부건설,KOSPI,,4845,1,45,0.94,4840,4855,4785,19576,94228980,111175041525,22946345,STK
1443,047400,KR7047400007,유니온머티리얼,KOSPI,,2645,1,5,0.19,2620,2665,2620,86299,227992285,111090000000,42000000,STK
1444,067570,KR7067570002,엔브이에이치코리아,KOSDAQ,우량기업부,2630,2,-35,-1.31,2695,2720,2625,282125,748981730,110907100000,42170000,KSQ
1445,003480,KR7003480001,한진중공업홀딩스,KOSPI,,3750,1,25,0.67,3725,3770,3700,15467,58048520,110736795000,29529812,STK
1446,042500,KR7042500009,링네트,KOSDAQ,우량기업부,5780,2,-30,-0.52,5810,5880,5740,66067,382144330,110225374520,19070134,KSQ
1447,036580,KR7036580009,팜스코,KOSPI,,3000,2,-90,-2.91,3090,3140,3000,39820,120693840,110183829000,36727943,STK
1448,061250,KR7061250007,화일약품,KOSDAQ,중견기업부,1433,2,-8,-0.56,1441,1441,1419,168199,239631381,110165675316,76877652,KSQ
1449,302430,KR7302430004,이노메트리,KOSDAQ,우량기업부,11190,1,30,0.27,11270,11370,11120,11346,127434960,110033597520,9833208,KSQ
1450,032560,KR7032560005,황금에스티,KOSPI,,6450,3,0,0.0,6450,6510,6410,22029,142005010,109650000000,17000000,STK
1451,288620,KR7288620008,에스퓨얼셀,KOSDAQ,벤처기업부,15700,1,330,2.15,15370,15800,15240,62002,963452680,109575261200,6979316,KSQ
1452,024880,KR7024880007,케이피에프,KOSDAQ,우량기업부,5280,1,40,0.76,5270,5300,5220,36899,194319800,109205173440,20682798,KSQ
1453,006880,KR7006880009,신송홀딩스,KOSPI,,9230,3,0,0.0,9170,9650,9100,701183,6592724090,109180359340,11828858,STK
1454,206400,KR7206400004,베노티앤알,KOSDAQ,중견기업부,3475,2,-140,-3.87,3685,3685,3435,124467,433712315,109161912500,31413500,KSQ
1455,004840,KR7004840005,DRB동일,KOSPI,,5470,1,20,0.37,5450,5490,5400,9086,49504200,109017100000,19930000,STK
1456,163560,KR7163560006,동일고무벨트,KOSPI,,7840,1,90,1.16,7710,7850,7670,42069,327513770,108976000000,13900000,STK
1457,059210,KR7059210005,메타바이오메드,KOSDAQ,우량기업부,4565,1,5,0.11,4595,4600,4525,78069,356352475,108931632315,23862351,KSQ
1458,294630,KR7294630009,서남,KOSDAQ,기술성장기업부,4615,1,5,0.11,4615,4780,4610,332649,1562570215,108629988285,23538459,KSQ
1459,023440,KR7023440001,제이스코홀딩스,KOSDAQ,중견기업부,1854,1,20,1.09,1843,1887,1834,176208,327125447,108557115534,58552921,KSQ
1460,037950,KR7037950003,엘컴텍,KOSDAQ,중견기업부,1285,1,24,1.9,1263,1288,1261,323480,412933222,108515061915,84447519,KSQ
1461,101170,KR7101170009,우림피티에스,KOSDAQ,우량기업부,8000,1,180,2.3,7890,8330,7800,2403419,19427011050,108000000000,13500000,KSQ
1462,069510,KR7069510006,에스텍,KOSDAQ,중견기업부,9890,2,-110,-1.1,9980,10000,9850,3298,32693940,107899900000,10910000,KSQ
1463,059270,KR7059270009,해성에어로보틱스,KOSDAQ,기술성장기업부,9830,2,-1980,-16.77,11810,11810,9480,1657616,16681281420,107788063450,10965215,KSQ
1464,104620,KR7104620000,노랑풍선,KOSDAQ,중견기업부,6800,2,-20,-0.29,7000,7000,6750,71816,487397460,107726456800,15842126,KSQ
1465,376930,KR7376930004,노을,KOSDAQ,기술성장기업부,2915,1,135,4.86,2870,3045,2805,1200592,3547968025,107700679900,36947060,KSQ
1466,408920,KR7408920007,메쎄이상,KOSDAQ,벤처기업부,2490,1,5,0.2,2485,2495,2445,43617,107758185,107648812950,43232455,KSQ
1467,002600,KR7002600005,조흥,KOSPI,,178900,1,2200,1.25,177600,180700,177600,15,2685200,107340000000,600000,STK
1468,058400,KR7058400003,KNN,KOSDAQ,우량기업부,810,3,0,0.0,806,820,804,240895,195164587,107268073200,132429720,KSQ
1469,241790,KR7241790005,티이엠씨씨엔에스,KOSDAQ,우량기업부,10690,2,-40,-0.37,10740,10800,10640,27426,293335800,106928157460,10002634,KSQ
1470,160600,KR7160600003,이큐셀,KOSDAQ,관리종목(소속부없음),3100,0,0,0.0,0,0,0,0,0,106895911200,34482552,KSQ
1471,004100,KR7004100004,태양금속,KOSPI,,2910,1,190,6.99,2710,2950,2710,1636733,4687256810,106797000000,36700000,STK
1472,111710,KR7111710000,남화산업,KOSDAQ,중견기업부,5180,2,-40,-0.77,5220,5240,5170,2063,10716090,106645840000,20588000,KSQ
1473,033310,KR7033310004,엠투엔,KOSDAQ,중견기업부,2640,1,20,0.76,2615,2650,2595,21882,57353970,106503489840,40342231,KSQ
1474,038460,KR7038460002,바이오스마트,KOSDAQ,우량기업부,4505,2,-145,-3.12,4650,4650,4500,218078,994463130,106415280970,23621594,KSQ
1475,003610,KR7003610003,방림,KOSPI,,2510,1,5,0.2,2500,2545,2490,16691,42130175,106208365900,42314090,STK
1476,014710,KR7014710008,사조씨푸드,KOSPI,,6150,2,-230,-3.61,6310,6390,6140,778409,4866501880,105894039450,17218543,STK
1477,309960,KR7309960003,LB인베스트먼트,KOSDAQ,중견기업부,4560,2,-25,-0.55,4600,4720,4550,125533,578427755,105870609840,23217239,KSQ
1478,234300,KR7234300002,에스트래픽,KOSDAQ,우량기업부,3845,2,-10,-0.26,3885,3885,3845,43677,168338170,105861470490,27532242,KSQ
1479,002200,KR7002200004,한국수출포장,KOSPI,,2635,1,45,1.74,2595,2655,2595,36521,96083420,105400000000,40000000,STK
1480,217190,KR7217190008,제너셈,KOSDAQ,우량기업부,12010,2,-190,-1.56,12150,12200,11980,23292,279908380,105317779740,8769174,KSQ
1481,078000,KR7078000007,텔코웨어,KOSPI,,10840,1,130,1.21,10710,11000,10710,21666,236839730,105177333040,9702706,STK
1482,033230,KR7033230004,인성정보,KOSDAQ,중견기업부,2680,2,-110,-3.94,2765,2795,2665,1506745,4115963185,105097218400,39215380,KSQ
1483,019590,KR7019590009,엠벤처투자,KOSDAQ,관리종목(소속부없음),921,0,0,0.0,0,0,0,0,0,104963185182,113966542,KSQ
1484,093920,KR7093920007,서원인텍,KOSDAQ,우량기업부,5640,3,0,0.0,5610,5650,5610,4798,26984440,104904000000,18600000,KSQ
1485,291230,KR7291230001,엔피,KOSDAQ,중견기업부,2370,1,10,0.42,2370,2380,2355,41331,97747945,104477641410,44083393,KSQ
1486,072020,KR7072020001,중앙백신,KOSDAQ,벤처기업부,10790,2,-60,-0.55,10850,10870,10680,64195,691351880,104217232730,9658687,KSQ
1487,035000,KR7035000009,HS애드,KOSPI,,6280,2,-50,-0.79,6370,6370,6280,6556,41236040,104043328520,16567409,STK
1488,123420,KR7123420002,위메이드플레이,KOSDAQ,우량기업부,9070,1,30,0.33,9040,9180,9000,11083,100805480,104031466940,11469842,KSQ
1489,018120,KR7018120006,진로발효,KOSDAQ,우량기업부,15710,1,50,0.32,15600,15890,15600,2522,39795620,104017795200,6621120,KSQ
1490,041590,KR7041590001,플래스크,KOSDAQ,관리종목(소속부없음),789,0,0,0.0,0,0,0,0,0,103917099150,131707350,KSQ
1491,232680,KR7232680009,라온테크,KOSDAQ,기술성장기업부,8290,2,-180,-2.13,8460,8570,8250,48778,406881810,103908799860,12534234,KSQ
1492,104540,KR7104540000,코렌텍,KOSDAQ,기술성장기업부,8110,1,150,1.88,7950,8170,7890,39345,315073320,103692351400,12785740,KSQ
1493,040420,KR7040420002,정상제이엘에스,KOSDAQ,우량기업부,6610,2,-10,-0.15,6620,6650,6600,7177,47499170,103628618720,15677552,KSQ
1494,073560,KR7073560005,우리손에프앤지,KOSDAQ,우량기업부,1494,1,5,0.34,1491,1504,1491,224166,335845255,103441038642,69237643,KSQ
1495,007280,KR7007280001,한국특강,KOSPI,,1700,2,-20,-1.16,1729,1729,1700,31053,52947227,103382628700,60813311,STK
1496,001380,KR7001380005,SG글로벌,KOSPI,,2290,1,20,0.88,2265,2310,2210,721395,1639026015,102967887470,44964143,STK
1497,002450,KR7002450005,삼익악기,KOSPI,,1136,1,5,0.44,1133,1149,1128,161580,183766501,102843119440,90530915,STK
1498,189980,KR7189980006,흥국에프엔비,KOSDAQ,우량기업부,2555,2,-65,-2.48,2615,2660,2545,825345,2135099320,102552147985,40137827,KSQ
1499,069540,KR7069540003,빛과전자,KOSDAQ,벤처기업부,3580,3,0,0.0,3580,3700,3540,230175,830741195,102482562120,28626414,KSQ
1500,330350,KR7330350000,위더스제약,KOSDAQ,우량기업부,7760,2,-60,-0.77,7760,7870,7730,18399,143289700,102448598640,13202139,KSQ
1501,007820,KR7007820004,에스엠코어,KOSDAQ,중견기업부,5110,1,30,0.59,5040,5110,5040,14061,71480970,102373464060,20033946,KSQ
1502,052790,KR7052790003,액토즈소프트,KOSDAQ,우량기업부,9020,1,140,1.58,8860,9110,8770,23636,212808640,102202354760,11330638,KSQ
1503,065710,KR7065710006,서호전기,KOSDAQ,우량기업부,19840,1,10,0.05,19900,19900,19690,5515,109014770,102176000000,5150000,KSQ
1504,216050,KR7216050005,인크로스,KOSDAQ,우량기업부,7950,2,-50,-0.63,7950,8450,7850,179304,1447093210,102103614900,12843222,KSQ
1505,307930,KR7307930008,컴퍼니케이,KOSDAQ,중견기업부,6540,3,0,0.0,6530,6580,6450,51776,336665840,102089400000,15610000,KSQ
1506,041910,KR7041910001,폴라리스AI파마,KOSDAQ,중견기업부,8030,1,50,0.63,7970,8120,7970,34783,280002300,101967051890,12698263,KSQ
1507,053450,KR7053450003,세코닉스,KOSDAQ,우량기업부,6880,2,-70,-1.01,6950,6990,6850,51774,356612150,101774484640,14792803,KSQ
1508,227840,KR7227840006,현대코퍼레이션홀딩스,KOSPI,,11160,2,-20,-0.18,11220,11220,11120,1489,16608580,101565329760,9100836,STK
1509,027580,KR7027580000,상보,KOSDAQ,우량기업부,1714,2,-6,-0.35,1720,1744,1713,209575,360976130,101436712206,59181279,KSQ
1510,043260,KR7043260009,성호전자,KOSDAQ,우량기업부,1758,2,-62,-3.41,1830,1836,1757,1030865,1845440106,101291651142,57617549,KSQ
1511,004890,KR7004890000,동일산업,KOSPI,,41700,2,-100,-0.24,41800,41800,40900,2500,102974500,101131465500,2425215,STK
1512,352090,KR7352090005,스톰테크,KOSDAQ,중견기업부,7490,2,-80,-1.06,7500,7640,7450,20071,150985960,100639377510,13436499,KSQ
1513,226440,KR7226440006,한송네오텍,KOSDAQ,관리종목(소속부없음),1530,0,0,0.0,0,0,0,0,0,100580954580,65739186,KSQ
1514,034300,KR7034300004,신세계건설,KOSPI,,12950,1,570,4.6,12350,13980,12320,61109,811637180,100499174300,7760554,STK
1515,199550,KR7199550005,레이저옵텍,KOSDAQ,벤처기업부,8720,2,-210,-2.35,8910,9000,8650,37172,327022030,100391903760,11512833,KSQ
1516,013520,KR7013520002,화승코퍼레이션,KOSPI,,2005,2,-5,-0.25,1994,2090,1983,675375,1363479706,100352760260,50051252,STK
1517,006090,KR7006090005,사조오양,KOSPI,,10650,2,-60,-0.56,10580,11000,10550,138906,1494996040,100352170350,9422739,STK
1518,010470,KR7010470003,오리콤,KOSDAQ,우량기업부,8380,1,230,2.82,8240,8520,8150,80418,671351820,100350919000,11975050,KSQ
1519,054800,KR7054800008,아이디스홀딩스,KOSDAQ,우량기업부,9650,2,-90,-0.92,9740,9800,9650,1702,16466840,99855845400,10347756,KSQ
1520,059120,KR7059120006,아진엑스텍,KOSDAQ,벤처기업부,10240,2,-50,-0.49,10300,10370,10230,59284,609801420,99825623040,9748596,KSQ
1521,088800,KR7088800008,에이스테크,KOSDAQ,중견기업부,1427,2,-21,-1.45,1435,1454,1406,465910,665736959,99784506171,69926073,KSQ
1522,064240,KR7064240005,홈캐스트,KOSDAQ,우량기업부,2845,1,270,10.49,2625,2935,2580,313795,888878115,99683144140,35038012,KSQ
1523,263690,KR7263690000,디알젬,KOSDAQ,우량기업부,8800,1,20,0.23,8700,8850,8660,5544,48496500,99665368000,11325610,KSQ
1524,102370,KR7102370004,케이옥션,KOSDAQ,기술성장기업부,3660,1,30,0.83,3630,3675,3630,27110,99044940,99658908600,27229210,KSQ
1525,293580,KR7293580007,나우IB,KOSDAQ,중견기업부,1040,2,-3,-0.29,1043,1050,1036,123972,129357460,99600800000,95770000,KSQ
1526,006140,KR7006140008,피제이전자,KOSDAQ,우량기업부,6640,1,50,0.76,6550,7080,6530,489220,3347896680,99600000000,15000000,KSQ
1527,052710,KR7052710001,아모텍,KOSDAQ,중견기업부,6800,1,50,0.74,6750,6890,6740,16949,114613190,99382741200,14615109,KSQ
1528,019010,KR7019010008,베뉴지,KOSDAQ,우량기업부,2060,1,10,0.49,2075,2080,2045,23484,48208030,99292000000,48200000,KSQ
1529,094970,KR7094970001,제이엠티,KOSDAQ,우량기업부,5920,1,20,0.34,5910,5980,5900,54749,325265920,99149580800,16748240,KSQ
1530,032850,KR7032850000,비트컴퓨터,KOSDAQ,벤처기업부,5960,2,-50,-0.83,6040,6070,5950,94510,565079340,99074826280,16623293,KSQ
1531,215100,KR7215100009,로보로보,KOSDAQ,벤처기업부,4860,2,-70,-1.42,4920,4955,4850,151845,743551475,98893486440,20348454,KSQ
1532,001540,KR7001540004,안국약품,KOSDAQ,우량기업부,7560,1,40,0.53,7510,7640,7510,15576,117561120,98600695200,13042420,KSQ
1533,065530,KR7065530008,와이어블,KOSDAQ,중견기업부,1863,3,0,0.0,1875,1885,1863,37715,70538624,98478180000,52860000,KSQ
1534,141000,KR7141000000,비아트론,KOSDAQ,우량기업부,8120,2,-40,-0.49,8100,8170,8080,5236,42546380,98371445200,12114710,KSQ
1535,067370,KR7067370007,선바이오,KOSDAQ,기술성장기업부,7980,1,70,0.88,7950,7990,7860,6393,50633020,98262168900,12313555,KSQ
1536,208140,KR7208140004,정다운,KOSDAQ,우량기업부,3005,2,-15,-0.5,3025,3050,2960,220105,659748260,98216159230,32684246,KSQ
1537,171120,KR7171120009,라이온켐텍,KOSDAQ,중견기업부,2735,2,-10,-0.36,2725,2760,2720,15888,43340465,98191313600,35901760,KSQ
1538,053260,KR7053260006,금강철강,KOSDAQ,우량기업부,5230,2,-10,-0.19,5230,5300,5180,16653,86600940,97905600000,18720000,KSQ
1539,067830,KR7067830000,세이브존I&C,KOSPI,,2385,3,0,0.0,2395,2395,2370,5462,12969555,97882534575,41040895,STK
1540,058860,KR7058860008,KTis,KOSPI,,2800,3,0,0.0,2810,2810,2790,35401,99054685,97445600000,34802000,STK
1541,066410,KR7066410002,버킷스튜디오,KOSDAQ,관리종목(소속부없음),1153,0,0,0.0,0,0,0,0,0,96978744678,84109926,KSQ
1542,450520,KR7450520002,인스웨이브시스템즈,KOSDAQ,벤처기업부,19750,2,-550,-2.71,20100,20300,19560,74222,1467853740,96805138500,4901526,KSQ
1543,236810,KR7236810008,엔비티,KOSDAQ,기술성장기업부,5700,2,-20,-0.35,5660,5840,5660,114362,656745040,96759928200,16975426,KSQ
1544,377480,KR7377480009,마음AI,KOSDAQ,기술성장기업부,15660,2,-180,-1.14,15610,15890,15600,72900,1142087630,96737817780,6177383,KSQ
1545,088130,KR7088130000,동아엘텍,KOSDAQ,중견기업부,9070,2,-20,-0.22,9110,9270,8850,42170,380186480,96712847660,10662938,KSQ
1546,004720,KR7004720009,팜젠사이언스,KOSPI,,5320,2,-10,-0.19,5300,5350,5270,23378,123828860,96709753000,18178525,STK
1547,002460,KR7002460004,화성산업,KOSPI,,9520,1,70,0.74,9500,9650,9500,1884,17927480,96628000000,10150000,STK
1548,241770,KR7241770007,메카로,KOSDAQ,벤처기업부,9480,1,10,0.11,9470,9570,9390,3480,32930300,96626227200,10192640,KSQ
1549,153710,KR7153710009,옵티팜,KOSDAQ,기술성장기업부,6570,2,-80,-1.2,6670,6670,6510,8588,56314000,96381624060,14669958,KSQ
1550,024840,KR7024840001,KBI메탈,KOSDAQ,중견기업부,2760,1,55,2.03,2765,2835,2685,2258163,6230848740,96349389240,34909199,KSQ
1551,050110,KR7050110006,캠시스,KOSDAQ,중견기업부,1305,1,21,1.64,1281,1345,1280,201119,263423469,96340473990,73824118,KSQ
1552,021320,KR7021320007,KCC건설,KOSDAQ,우량기업부,4500,2,-10,-0.22,4510,4590,4500,7520,33958345,96300000000,21400000,KSQ
1553,234100,KR7234100006,폴라리스세원,KOSDAQ,우량기업부,1769,3,0,0.0,1766,1785,1766,43987,77977732,96134974712,54344248,KSQ
1554,038680,KR7038680005,에스넷,KOSDAQ,중견기업부,4910,2,-10,-0.2,4965,4965,4895,35721,175884595,95988914070,19549677,KSQ
1555,039610,KR7039610001,화성밸브,KOSDAQ,우량기업부,9220,1,420,4.77,8950,9340,8560,1717899,15395634140,95983888000,10410400,KSQ
1556,265560,KR7265560003,영화테크,KOSDAQ,우량기업부,8970,2,-20,-0.22,8990,9030,8880,6774,60598360,95890914600,10690180,KSQ
1557,241520,KR7241520006,DSC인베스트먼트,KOSDAQ,중견기업부,3470,2,-60,-1.7,3505,3535,3455,156542,544457440,95411553750,27496125,KSQ
1558,347000,KR7347000002,센코,KOSDAQ,기술성장기업부,2885,3,0,0.0,2875,2900,2865,42911,123546860,95219355760,33004976,KSQ
1559,044820,KR7044820009,코스맥스비티아이,KOSPI,,9910,2,-80,-0.8,10000,10000,9910,2285,22748460,95174857110,9603921,STK
1560,126880,KR7126880004,제이엔케이글로벌,KOSDAQ,우량기업부,4100,1,50,1.23,4080,4225,4050,125162,518264385,95140102300,23204903,KSQ
1561,016880,KR7016880007,웅진,KOSPI,,1190,1,4,0.34,1190,1204,1186,190683,227514161,95113225200,79927080,STK
1562,361570,KR7361570005,알비더블유,KOSDAQ,중견기업부,3320,2,-10,-0.3,3330,3355,3300,11181,37135195,95069166120,28635291,KSQ
1563,078890,KR7078890001,가온그룹,KOSDAQ,중견기업부,5460,1,10,0.18,5420,5490,5420,42395,230797830,95059457220,17410157,KSQ
1564,302550,KR7302550009,리메드,KOSDAQ,기술성장기업부,3100,2,-30,-0.96,3130,3295,3090,16608,51808385,94978048000,30638080,KSQ
1565,065130,KR7065130007,탑엔지니어링,KOSDAQ,중견기업부,5520,1,30,0.55,5550,5580,5470,23264,128048090,94888700640,17189982,KSQ
1566,105760,KR7105760003,포스뱅크,KOSDAQ,벤처기업부,10110,2,-110,-1.08,10230,10400,10070,57626,586359430,94583953350,9355485,KSQ
1567,017040,KR7017040007,광명전기,KOSPI,,2180,1,5,0.23,2175,2205,2165,351798,768012145,94476000700,43337615,STK
1568,321370,KR7321370009,센서뷰,KOSDAQ,기술성장기업부,3585,2,-5,-0.14,3580,3620,3580,36047,129473505,94442325825,26343745,KSQ
1569,115160,KR7115160004,휴맥스,KOSDAQ,중견기업부,2145,2,-25,-1.15,2210,2210,2120,134736,288562555,94315915980,43970124,KSQ
1570,317770,KR7317770006,엑스페릭스,KOSDAQ,벤처기업부,4140,1,30,0.73,4100,4195,4100,59852,247499965,94315848840,22781606,KSQ
1571,333430,KR7333430007,일승,KOSDAQ,중견기업부,3065,1,55,1.83,3020,3080,3020,102933,314283080,94177479555,30726747,KSQ
